title_x,imdb_id,poster_path,wiki_link,title_y,original_title,is_adult,year_of_release,runtime,genres,imdb_rating,imdb_votes,story,summary,tagline,actors,wins_nominations,release_date
Brothers (2015 film),tt3802576,https://upload.wikimedia.org/wikipedia/en/thumb/7/70/Brothers_film_poster_new_1.jpeg/220px-Brothers_film_poster_new_1.jpeg,https://en.wikipedia.org/wiki/Brothers_(2015_film),Brothers,Brothers,0,2015,156,Action|Drama|Sport,6.5,10873,The story of two estranged brothers comes to play in the rink. David Fernandes quits his job as a Physics teacher to become a full-time fighter. He is willing to do whatever it takes to save his ill daughter. Monty Fernandes creates a storm on the internet with just one video. Finally getting the chance to prove himself to the world  he trains vigorously. Two brothers  two fighters  and one ultimate fight.,Two estranged  street-fighting brothers square off against each other in a mixed martial arts tournament.,,Akshay Kumar|Sidharth Malhotra|Jackie Shroff|Jacqueline Fernandez|Meghan Jadhav|Shefali Shah|Kiran Kumar|Ashutosh Rana|Kulbhushan Kharbanda|Ashok Lokhande|Raj Zutshi|Roderick Harding|Conan Stevens|Daniel Bernhardt|,,14 August 2015 (USA)
Gour Hari Dastaan,tt4513812,https://upload.wikimedia.org/wikipedia/en/thumb/1/1c/Gour_Hari_Dastaan.jpg/220px-Gour_Hari_Dastaan.jpg,https://en.wikipedia.org/wiki/Gour_Hari_Dastaan,Gour Hari Dastaan: The Freedom File,Gour Hari Dastaan: The Freedom File,0,2015,114,Biography|Drama,7.5,435,Gour Hari Das  a freedom fighter who works in Khadi Kraft and lives along with his wife & son  lives a content life in his neighborhood. However  one day when his son is unable to secure college admission for lack of a Freedom Fighter's Certificate  he feels the need to establish his identity. In the quest for this piece of paper to prove his authenticity to his son  his neighbors & to the world  he begins a journey that sucks up almost his entire life.,Gour Hari Das  a freedom fighter who works in Khadi Kraft and lives along with his wife & son  lives a content life in his neighborhood. However  one day when his son is unable to secure ...                    ,The Freedom File,Vinay Pathak|Konkona Sen Sharma|Ranvir Shorey|Tannishtha Chatterjee|Deepak Saksule|Vikram Gokhale|Vipin Sharma|Rajit Kapoor|Saurabh Shukla|Asrani|Siddarth Jadhav|Mohan Kapoor|Viju Khote|Neha Pendse|,,14 August 2015 (India)
Manjhi – The Mountain Man,tt3449292,https://upload.wikimedia.org/wikipedia/en/thumb/4/4f/Manjhi_The_Mountain_Man_-_Poster.jpg/220px-Manjhi_The_Mountain_Man_-_Poster.jpg,https://en.wikipedia.org/wiki/Manjhi_-_The_Mountain_Man,Manjhi: The Mountain Man,Manjhi: The Mountain Man,0,2015,120,Adventure|Biography|Drama,8,16622,Dashrath Manjhi was a poor man from the lowest of the low castes  living in a remote village cut off from the world by a rocky mountain range. Life for him was a daily struggle for survival. He loved his wife  Phaguniya  beyond belief. One day  while climbing the mountain to bring him food  his wife slipped  fell and died. Overwhelmed by grief  Dashrath decided to carve out a path through the mountain  so that no one else would suffer his fate. For 22 years  all by himself  with just a hammer and a chisel  he hammered away at the rocks  till the path was carved out from the mountain.,Using only a hammer and a chisel  a man spends twenty-two years carving a road through a treacherous mountain.,The Man Who Broke A Mountain For Love,Nawazuddin Siddiqui|Radhika Apte|,2 nominations,21 August 2015 (India)
Thoda Lutf Thoda Ishq,tt4859310,,https://en.wikipedia.org/wiki/Thoda_Lutf_Thoda_Ishq,Thoda Lutf Thoda Ishq,Thoda Lutf Thoda Ishq,0,2015,\N,Comedy|Romance,4.1,52,Two good for nothing boys Jhumroo and Ghungroo are best examples of fools who keep roaming around the whole day. Their sole motive in life is to have fun  befriend girls  go to parties  get drunk and chill. They find impish ways to get in touch with girls. They are also desperate to get a job  but in their comical attempt they receive yet more embarrassment. After couple of disasters they get a job at a newly opened beauty parlor run by two smart girls. Their dream has come true. They are around girls all the time. But this is just the beginning of their hilarious trauma and a journey full of unexpected twists. - A roller-coaster ride for them and guffaws for viewers.,Two good for nothing boys Jhumroo and Ghungroo are best examples of fools who keep roaming around the whole day. Their sole motive in life is to have fun  befriend girls  go to parties  get...                    ,,Bhavita Anand|Rakesh Bedi|Vijayant Kohli|Sanjay Mishra|Sushmita Mukherjee|Neha Pawar|Sanjana Singh|Hiten Tejwani|,,
Phantom (2015 film),tt3469244,https://upload.wikimedia.org/wikipedia/en/thumb/7/71/Phantom_Hindi_Poster.jpg/220px-Phantom_Hindi_Poster.jpg,https://en.wikipedia.org/wiki/Phantom_(2015_film),Phantom,Phantom,0,2015,136,Action|Drama|Thriller,5.8,7913,Phantom is a political action thriller that unfolds across various countries around the world. The plot revolves around protagonist Daniyal  whose journey to seek justice takes him from India to Europe  America and the volatile Middle East. However  he finds out that in a mission like this  there is always a price to pay  in this case  a very personal price.,A disgraced Indian soldier carries out a series of assassinations in the hope of restoring his honour.,A story you wish were true,Saif Ali Khan|Katrina Kaif|Sabyasachi Chakrabarty|Rajesh Tailang|,1 nomination,28 August 2015 (India)
Hero (2015 Hindi film),tt4467202,https://upload.wikimedia.org/wikipedia/en/thumb/e/ea/Hero-2015-Poster.jpg/220px-Hero-2015-Poster.jpg,https://en.wikipedia.org/wiki/Hero_(2015_Hindi_film),Hero,Hero,0,2015,145,Action|Drama|Musical,3.6,2041,Sooraj (Sooraj Pancholi) is a gangster of Mumbai who meets Radha (Athiya Shetty). Radha is the daughter of the Chief of Police. One day  Sooraj runs with Radha  telling her that he got instructions from the police to take her away from city for some time. But later Radha gets to know that she is kidnapped by Sooraj. After a series of events  Sooraj leaves Radha. But by that time  they are already in love. Thereafter  comes the part where they have to face a lot of problems and overcome all hurdles to prove their love for each other.,A boy and a girl find themselves stuck in a whirlpool of such intense love that they would do anything  go to any extent and face all odds for the one they love.,,Suraj Pancholi|Athiya Shetty|Tigmanshu Dhulia|Aditya Pancholi|,2 wins,11 September 2015 (USA)
Sorry Daddy,tt4994210,https://upload.wikimedia.org/wikipedia/en/thumb/f/fa/Sorry_Daddy_Movie_Poster.jpg/220px-Sorry_Daddy_Movie_Poster.jpg,https://en.wikipedia.org/wiki/Sorry_Daddy_(film),Sorry Daddy,Sorry Daddy,0,2015,\N,Action,5.4,5,Inspector Ravi Sharma (Shamim Khan) is very honest and very intelligent police officer. He burst the racket of Daddan's (Mukesh Tiwari) illegal wine factory to shows his intention against the enemy of law and society. Meanwhile his daughter Anishka seeks his help to find out her lost school friend Aditya. Aditya is a very bright student but always looks puzzled because of his drunken father who fights with his mother every time. One day the fight takes an ugly turn and father dies accidentally. Aditya runs away from the home in fear. Ravi arrests his mother as murderer and she lands in prison. Innocent Aditya walks randomly in the city and meets a gang of street beggars who want to help him. But unfortunately he lands in cage of Sevak Ram (Tinu Verma). Sevak Ram is socialist who runs a self organization for the betterment of these street children. But the truth is that he make them handicap hand pushes them in begging business. Ravi searches Aditya every possible place with his time ...,Sorry daddy is a Children story centring around the turbulent relationship between Inspector Shamim and Children  a relationship which is affected by Children's issues with alcohol abuse and temperament.,,Shamim Khan|Mukesh Tiwari|,,
Talvar (film),tt4934950,https://upload.wikimedia.org/wikipedia/en/thumb/9/91/TalvarFilmPoster.jpg/220px-TalvarFilmPoster.jpg,https://en.wikipedia.org/wiki/Talvar_(film),Talvar,Talvar,0,2015,132,Crime|Drama|Mystery,8.2,26612,The story revolves around the mysterious murder cases of a 14-year girl  Shruti and the domestic help  Khempal who worked at her place. The film is based on the real life Noida Double Murder Case of 2008  where the parents were said to be the prime suspects of the murders. The film showcases three perspectives to the case which emerge as the investigation moves forward.,An experienced investigator confronts several conflicting theories about the perpetrators of a violent double homicide.,,Irrfan Khan|Konkona Sen Sharma|Neeraj Kabi|Sohum Shah|Atul Kumar|Gajraj Rao|Prakash Belawadi|Shishir Sharma|,7 wins & 11 nominations,2 October 2015 (USA)
Katti Batti,tt4467262,https://upload.wikimedia.org/wikipedia/en/thumb/f/f8/Katti-Batti-Poster-2015.jpg/220px-Katti-Batti-Poster-2015.jpg,https://en.wikipedia.org/wiki/Katti_Batti,Katti Batti,Katti Batti,0,2015,135,Comedy|Drama|Romance,4.9,2543,Katti Batti is an anti-love story starring Imran Khan as Madhav Kabra (Maddy) & Kangana Ranaut as Payal. Maddy is an architect who is in love with Payal because of her attitude towards life. The story revolves around Maddy & Payal's live-in relationship for 5 years until a sudden turn of events when Payal leaves Maddy mid-way!,A romantic comedy that follows Maddy and Payal's live-in relationship until a sudden turn of events creates a distance between them.,,Suhaas Ahuja|Vivan Bhatena|Imran Khan|Suparna Marwah|Gavin N. Methalaka|Mithila Palkar|Jimesh Patel|Chandan Raina|Kangana Ranaut|Abhishek Saha|,,18 September 2015 (USA)
Meeruthiya Gangsters,tt4117066,https://upload.wikimedia.org/wikipedia/commons/thumb/9/95/Meeruthiya_Gangsters.jpg/220px-Meeruthiya_Gangsters.jpg,https://en.wikipedia.org/wiki/Meeruthiya_Gangster,Meeruthiya Gangsters,Meeruthiya Gangsters,0,2015,129,Comedy|Crime,7.2,527,Unemployed college students becomes Gangsters to fulfil their financial needs and events followed by their decision to be Gangster in the the backdrop of Meerut City of India.,Unemployed college students becomes Gangsters to fulfil their financial needs and events followed by their decision to be Gangster in the the backdrop of Meerut City of India.,,Jaideep Ahlawat|Aakash Dahiya|Jatin Sarna|Shadab Kamal|Chandrachoor Rai|Vansh Bhardwaj|Nushrat Bharucha|Sanjay Mishra|Mukul Dev|Brijendra Kala|Ishita Sharma|Soundarya Sharma|,,18 September 2015 (India)
MSG-2 The Messenger,tt4921860,https://upload.wikimedia.org/wikipedia/en/thumb/5/54/MSG-2The_Messenger_Poster.jpg/220px-MSG-2The_Messenger_Poster.jpg,https://en.wikipedia.org/wiki/MSG-2:The_Messenger,MSG 2 the Messenger,MSG 2 the Messenger,0,2015,134,Comedy|Drama|Fantasy,6.8,8389,MSG 2 The Messenger is based on true events of Dera Sacha Sauda in years 2000-2001. Although the main story line is true  action & comedy is added for entertainment. Saint Gurmeet Ram Rahim Singh Insan plays plays to be a warrior fighting against the wild & primitive lifestyle of tribal and succeeding in turning them into civilized human beings.,MSG 2 The Messenger is based on true events of Dera Sacha Sauda in years 2000-2001. Although the main story line is true  action & comedy is added for entertainment. Saint Gurmeet Ram Rahim...                    ,,Charanpreet Insan|Honeypreet Insan|RooheMeet Insan|Sahil Insan|Shan e Meet Insan|Sukhwinder Singh Insan|Rohit Khurana|Arpit Ranka|Gurmeet Ram Rahim Singh|,2 wins,18 September 2015 (India)
Calendar Girls (2015 film),tt4897908,https://upload.wikimedia.org/wikipedia/en/thumb/7/71/Calendar-Girls-2015-Poster.jpg/220px-Calendar-Girls-2015-Poster.jpg,https://en.wikipedia.org/wiki/Calendar_Girls_(2015_film),Calendar Girls,Calendar Girls,0,2015,131,Drama,4.2,766,Five girls - Mayuri  Nazneen  Sharon  Nandita and Paroma - from different regions of India have been selected to pose on the cover of India's most prestigious annual calendar  which is a collaboration between a business tycoon Rishabh Kukreja and his photographer friend  Timmy Sen. The movie is a voyeuristic peek into what happens behind-the-scenes and what happens after success and fame are attained.,A story of a girl who came from a village to get stardom in the fashion industry. What happens next when she is surrounded by obstacles?,,Akanksha Puri|Avani Modi|Kyra Dutt|Ruhi Singh|Satarupa Pyne|,,25 September 2015 (India)
Bhaag Johnny,tt3619710,https://upload.wikimedia.org/wikipedia/en/thumb/9/9c/Bhaag_Jonny_Poster.jpg/220px-Bhaag_Jonny_Poster.jpg,https://en.wikipedia.org/wiki/Bhaag_Johnny,Bhaag Johnny,Bhaag Johnny,0,2015,118,Action|Fantasy|Thriller,5.1,851,Forced to kill a woman  Johnny is granted the opportunity to live two lives  one in which he kills her and the other where he attempts to save her.,Forced to kill a woman  Johnny is granted the opportunity to live two lives  one in which he kills her and the other where he attempts to save her.,,Kunal Khemu|Zoa Morani|Mandana Karimi|Manasi Scott|Mukul Dev|,,25 September 2015 (India)
Jazbaa,tt4323504,https://upload.wikimedia.org/wikipedia/en/thumb/b/bc/Jazbaa_theatrical_release_poster.jpg/220px-Jazbaa_theatrical_release_poster.jpg,https://en.wikipedia.org/wiki/Jazbaa,Jazbaa,Jazbaa,0,2015,119,Action|Crime|Drama,5.8,3021,Anuradha Verma is a prominent criminal lawyer and a single mother who has never lost a case. One day her daughter Sanaya is kidnapped and no ransom is demanded  but instead the kidnapper contacts her and tells her that she has to defend a convicted felon to get her daughter back. The felon is Miyaaz Shaikh who is convicted for rape and murder of a young woman and the case against him is set for judgement in four days. The kidnapper keeps track of Anuradha very closely to make sure she complies with his demand. With the pressure of time against her  Anuradha tries to get help from her suspended police friend Yohan who has been suspended from the police force for flaunting the rules and regulations too often. The case against Miyaaz Shaikh is handled by a renowned public prosecutor played by Atul Kulkarni who has been defeated by Anuradha and hence has a long time professional rivalry against her. How Anuradha races against time and saves her daughter by twisting the laws to win the ...,Tensions arise when the daughter of nation's best lawyer is kidnapped. Now she'll have to save a rapist from death sentence  as ransom  within 4 days.,,Aishwarya Rai Bachchan|Irrfan Khan|Shabana Azmi|Jackie Shroff|Atul Kulkarni|Chandan Roy Sanyal|Abhimanyu Singh|Sara Arjun|,,9 October 2015 (India)
Bumper Draw,tt4995402,https://upload.wikimedia.org/wikipedia/en/thumb/d/d2/Poster_Of_Bumper_Draw.jpg/220px-Poster_Of_Bumper_Draw.jpg,https://en.wikipedia.org/wiki/Bumper_Draw,Bumper Draw,Bumper Draw,0,2015,130,Comedy,5.1,28,Sunderlal and Farooq who befriend each other in a strange situation. After which  they both encounter Pestonji  an old Parsi man who adds to their existing list of problems.,Sunderlal and Farooq who befriend each other in a strange situation. After which  they both encounter Pestonji  an old Parsi man who adds to their existing list of problems.,,Seema Azmi|Narendra Bedi|Reena Charnya|Bomie E. Dotiwala|Subrat Dutta|Harish Hariaudh|Zakir Husain|Hrishikesh Joshi|Omkar Das Manikpuri|Meera|Sitaram Panchal|Rushad Rana|Deepa Sethi|,,16 October 2015 (India)
Chinar Daastaan-E-Ishq,tt5021968,https://upload.wikimedia.org/wikipedia/en/thumb/2/2e/Official_poster_of_Chinar_Daastaan-E-Ishq.jpg/220px-Official_poster_of_Chinar_Daastaan-E-Ishq.jpg,https://en.wikipedia.org/wiki/Chinar_Daastaan-E-Ishq,Chinar Daastaan-E-Ishq,Chinar Daastaan-E-Ishq,0,2015,116,Romance,7,58,Based on Urdu novel Jheel Jalti Hai  the film aspires to be an iconic love story of Jamaal (Faissal Khan) and Suraiyya (Inayat Sharma). Sadly  more than the somber story  the experience of watching this film is more tragic.,Based on Urdu novel Jheel Jalti Hai  the film aspires to be an iconic love story of Jamaal (Faissal Khan) and Suraiyya (Inayat Sharma). Sadly  more than the somber story  the experience of watching this film is more tragic.,Daastaan E Ishq,Parveen Kaur|Faisal Khan|Shahbaaz Khan|Pramod Moutho|Inayat Sharma|,,16 October 2015 (India)
